Title,Mu,Flesch,Frases,Palabras,Sinonimos,Abreviaturas,Siglas,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Desconocidas,Tipo
DARDE,53.47,25.6,34,1332,0.975975975975976,1.2012012012012012,2.027027027027027,0,0,0,0,0,0,27.77777777777778,Facil
DarseBajaParo,52.69,16.2,28,808,1.2376237623762376,2.227722772277228,1.113861386138614,0,0,0,0,0,0,24.876237623762375,Facil
DarseDeAltaAutonomo,50.57,16.8,43,1233,1.4598540145985401,0.8110300081103001,1.6220600162206003,0,0,0,0,0,0,33.333333333333336,Facil
DeclaracionDeLaRenta,48.97,14.1,95,2205,1.4512471655328798,1.0430839002267573,1.8140589569160999,0,0,0,0,0,0,33.74149659863946,Facil
DeclaracionDeLaRentaWeb,45.86,16.7,34,1001,0.999000999000999,0.5994005994005994,1.898101898101898,0,0,0,0,0,0,31.568431568431567,Facil
DemandaEmpleo,47.14,15.3,23,595,1.0084033613445378,1.5126050420168067,0.0,0,0,0,0,0,0,30.42016806722689,Facil
DerechoAbogadoOficio,51.42,17.8,49,1434,1.185495118549512,0.9065550906555091,0.6276150627615062,0,0,0,0,0,0,24.89539748953975,Facil
DerechoVacaciones,50.43,16.6,64,1807,1.6602102933038185,0.8854454897620365,0.6087437742114001,0,0,0,0,0,0,29.883785279468732,Facil
DiasHabilesFacil,50.18,17.7,13,313,1.9169329073482428,0.6389776357827476,0.9584664536741214,0,0,0,0,0,0,41.21405750798722,Facil
DNIElectronico,46.52,19.6,20,584,1.5410958904109588,0.684931506849315,5.136986301369863,0,0,0,0,0,0,33.39041095890411,Facil
DNIElectronicoFacil,49.99,16.5,39,1018,1.6699410609037328,0.8840864440078585,2.2593320235756384,0,0,0,0,0,0,35.36345776031434,Facil
DocumentacionPedirParo,46.59,14.8,66,1516,1.0554089709762533,1.517150395778364,2.440633245382586,0,0,0,0,0,0,29.353562005277045,Facil
DocumentosSolicitarSubsidioDesempleo,47.44,23.1,27,1076,1.1152416356877324,1.1152416356877324,3.066914498141264,0,0,0,0,0,0,30.018587360594797,Facil
EREFacil,45.53,18.8,43,1102,1.4519056261343013,1.4519056261343013,2.3593466424682394,0,0,0,0,0,0,29.85480943738657,Facil
EvitarEngañosContratacion,50.42,20.5,40,934,1.39186295503212,2.569593147751606,0.9635974304068522,0,0,0,0,0,0,33.72591006423983,Facil
ExpedienteInemFacil,46.6,24.9,14,649,0.9244992295839753,2.157164869029276,3.235747303543914,0,0,0,0,0,0,33.7442218798151,Facil
ExportarParo,50.92,16.1,31,966,1.5527950310559007,0.8281573498964804,1.7598343685300206,0,0,0,0,0,0,31.26293995859213,Facil
InformeVidaLaboralCertificadoDigital,54.83,14.8,30,682,1.3196480938416422,0.5865102639296188,0.4398826979472141,0,0,0,0,0,0,32.40469208211144,Facil
InscribirseGarantiaJuvenil,47.3,19.0,34,1016,1.6732283464566928,1.3779527559055118,1.6732283464566928,0,0,0,0,0,0,28.051181102362204,Facil
InstalarActivarDNIElectronico,47.54,14.8,55,1420,1.5492957746478873,0.2112676056338028,3.380281690140845,0,0,0,0,0,0,33.732394366197184,Facil
IPREM2019Facil,51.41,17.1,15,574,1.3937282229965158,0.5226480836236934,3.1358885017421603,0,0,0,0,0,0,43.37979094076655,Facil
NuevaAyudaDesempleados,44.84,20.3,17,642,0.9345794392523364,0.778816199376947,2.803738317757009,0,0,0,0,0,0,34.890965732087224,Facil
OficinasSEPE,50.53,16.6,30,999,0.9009009009009009,1.6016016016016017,2.4024024024024024,0,0,0,0,0,0,32.832832832832835,Facil
OficinaVirtualEmpleoFacil,63.79,13.9,44,758,1.187335092348285,0.9234828496042217,2.638522427440633,0,0,0,0,0,0,32.45382585751979,Facil
OlvidoSellarParo,51.5,15.9,58,1422,1.8987341772151898,1.0548523206751055,1.1954992967651195,0,0,0,0,0,0,27.77777777777778,Facil
PagarMultasTrafico,54.27,12.5,30,764,1.8324607329842932,1.1780104712041886,1.4397905759162304,0,0,0,0,0,0,26.43979057591623,Facil
PagoUnicoFacil,49.79,15.9,95,2398,1.58465387823186,1.042535446205171,1.0842368640533777,0,0,0,0,0,0,25.06255212677231,Facil
ParoEn2019,51.91,15.0,39,1232,0.487012987012987,0.5681818181818182,2.029220779220779,0,0,0,0,0,0,38.23051948051948,Facil
ParoPrimeraVez,57.86,13.9,37,956,1.1506276150627615,0.8368200836820083,2.928870292887029,0,0,0,0,0,0,31.90376569037657,Facil
ParoSiendoFamiliarEmpresario,51.74,19.9,49,1774,1.4092446448703495,0.9582863585118376,0.6200676437429538,0,0,0,0,0,0,28.692220969560317,Facil
PedirCitaSEPE,61.43,27.3,20,881,1.2485811577752555,0.5675368898978433,3.2917139614074915,0,0,0,0,0,0,45.62996594778661,Facil
PedirTarjetaParo,55.95,15.9,39,1216,0.9046052631578947,1.2335526315789473,1.3157894736842106,0,0,0,0,0,0,27.38486842105263,Facil
PlanRetornoDobleNacionalidad,47.34,16.8,55,1382,1.8813314037626627,0.6512301013024602,1.1577424023154848,0,0,0,0,0,0,28.364688856729376,Facil
PrestacionDesempleo,48.18,16.6,69,1782,1.5712682379349046,1.4590347923681257,1.9640852974186307,0,0,0,0,0,0,32.26711560044893,Facil
PrestacionDesempleoEREExtincionFacil,46.62,17.2,21,563,1.5985790408525755,1.0657193605683837,1.7761989342806395,0,0,0,0,0,0,30.373001776198933,Facil
PrestaciónCeseActividadAutonomoFacil,48.25,15.7,56,1473,1.4935505770536321,1.1541072640868975,0.8825526137135098,0,0,0,0,0,0,30.34623217922607,Facil
PrestaciónMaternidadFacil,48.13,16.6,45,1551,1.0960670535138621,0.9671179883945842,0.7092198581560284,0,0,0,0,0,0,27.917472598323663,Facil
QuienesObligadosDeclaracionRenta,50.67,14.7,35,777,1.0296010296010296,0.7722007722007722,1.1583011583011582,0,0,0,0,0,0,37.323037323037326,Facil
ReferenciaCatastralInmueble,54.04,14.7,38,927,1.186623516720604,2.0496224379719523,2.0496224379719523,0,0,0,0,0,0,30.42071197411003,Facil
RentaAgraria,46.57,23.6,37,1279,1.563721657544957,1.1727912431587177,1.2509773260359656,0,0,0,0,0,0,34.792806880375295,Facil
RentaMinimaDeInsercionFacil,60.13,20.6,17,543,1.4732965009208103,0.5524861878453039,0.7366482504604052,0,0,0,0,0,0,33.88581952117864,Facil
RenunciaPrestacionesDesempleo,48.9,14.8,48,1505,1.3953488372093024,1.6611295681063123,1.6611295681063123,0,0,0,0,0,0,25.04983388704319,Facil
RetornoVoluntarioProductivo,47.74,19.5,21,732,1.9125683060109289,0.9562841530054644,0.273224043715847,0,0,0,0,0,0,26.639344262295083,Facil
SalariosSociales,60.14,12.5,44,925,1.4054054054054055,0.972972972972973,0.6486486486486487,0,0,0,0,0,0,36.75675675675676,Facil
SeguridadSocial,50.67,18.8,11,401,1.745635910224439,0.49875311720698257,1.745635910224439,0,0,0,0,0,0,31.17206982543641,Facil
SellarParo,55.44,13.4,42,839,1.3110846245530394,1.430274135876043,1.5494636471990464,0,0,0,0,0,0,26.817640047675805,Facil
SellarParoPorInternet,57.04,17.5,29,727,1.375515818431912,1.2379642365887207,1.5130674002751032,0,0,0,0,0,0,30.261348005502064,Facil
SellarParoPorTelefono,52.82,19.4,11,489,1.6359918200408998,0.8179959100204499,1.4314928425357873,0,0,0,0,0,0,24.335378323108383,Facil
ServiciosDeEmpleoCadaComunidad,62.34,21.0,9,357,1.1204481792717087,0.5602240896358543,3.361344537815126,0,0,0,0,0,0,35.0140056022409,Facil
SistemaCl@avePin,45.25,17.1,25,844,1.6587677725118484,0.8293838862559242,4.028436018957346,0,0,0,0,0,0,29.14691943127962,Facil
SistemaNacionalGarantiaJuvenil,49.95,14.2,16,387,2.3255813953488373,2.5839793281653747,0.7751937984496124,0,0,0,0,0,0,30.49095607235142,Facil
SolicitarBorradorDeclaracionRenta,48.21,15.4,36,970,1.134020618556701,1.443298969072165,1.958762886597938,0,0,0,0,0,0,28.65979381443299,Facil
SolicitarCertificadoIRPF,49.71,13.8,50,673,0.4457652303120357,0.4457652303120357,4.160475482912333,0,0,0,0,0,0,37.295690936106986,Facil
SolicitarInformeVidaLaboralGeneral,50.99,18.6,40,1219,2.132895816242822,0.7383100902379,0.9023789991796555,0,0,0,0,0,0,29.532403609515995,Facil
SubsidioMayores45,48.55,17.2,27,855,1.286549707602339,0.5847953216374269,1.7543859649122806,0,0,0,0,0,0,35.67251461988304,Facil
SubsidioPerdidaPensionIncapacidadPermanente,49.2,22.3,21,582,1.0309278350515463,1.2027491408934707,0.6872852233676976,0,0,0,0,0,0,29.553264604810998,Facil
TarjertaMejoraEmpleo,52.52,18.7,27,720,1.1111111111111112,0.9722222222222222,0.9722222222222222,0,0,0,0,0,0,30.97222222222222,Facil
TarjetaSanitariaEuropea,53.98,18.0,47,1402,2.2111269614835947,1.2125534950071326,1.6405135520684737,0,0,0,0,0,0,31.66904422253923,Facil
TelefonoInformacionSEPE,61.37,22.3,7,404,0.49504950495049505,0.24752475247524752,4.702970297029703,0,0,0,0,0,0,64.10891089108911,Facil
TelefonosHaciendaAgenciaTributaria,55.41,25.2,40,1527,0.7858546168958742,1.4407334643091028,1.8991486574983627,0,0,0,0,0,0,61.10019646365422,Facil
TrabajadoresParoDerechoVacaciones,47.3,19.2,42,1343,2.6061057334326136,1.1913626209977661,0.5956813104988831,0,0,0,0,0,0,29.11392405063291,Facil
TramitesDGT,48.2,19.0,10,365,0.821917808219178,0.547945205479452,2.4657534246575343,0,0,0,0,0,0,30.958904109589042,Facil
TramitesExtranjeriaEnEspaña,44.33,26.5,9,471,2.335456475583864,1.4861995753715498,1.2738853503184713,0,0,0,0,0,0,30.573248407643312,Facil
TramitesHacienda,42.9,32.7,8,400,1.25,3.25,2.25,0,0,0,0,0,0,37.25,Facil
TramitesINEM,52.47,34.8,6,348,1.1494252873563218,0.5747126436781609,4.597701149425287,0,0,0,0,0,0,33.9080459770115,Facil
VacacionesNoDisfrutadasParo,51.3,20.1,22,707,1.4144271570014144,0.14144271570014144,0.7072135785007072,0,0,0,0,0,0,29.56152758132956,Facil
VerDatosEnLaSeguridadSocial,53.35,18.0,27,637,0.9419152276295133,0.47095761381475665,1.098901098901099,0,0,0,0,0,0,36.26373626373626,Facil
VidaLaboralFacil,54.45,14.6,70,1619,0.679431747992588,0.679431747992588,1.7294626312538603,0,0,0,0,0,0,29.400864731315625,Facil
