Title,Por_Sinonimos,Por_Abreviaturas,Por_Siglas,Por_verbs,Infinitive_Verbs_number,Gerund_Verbs_number,Participle_Verbs_number,Articles_number,Preposition_number,Noun,Por_Desconocidas,Por_Largas,Por_Superlativos,Por_Adverbios,Por_Simbolos,Mayusuculas_NoSiglas,Por_Inderterminados,Por_numeros,Por_complex,Por_muy_frecuentes,Por_frecuentes,Por_poco_frecuentes,Por_comillas,Por_Homo,Ratio_Palabra_Frases,Ratio_Caracteres_Palabra,Tipo
EREH,1.2658227848101267,2.320675105485232,5.485232067510548,11.603375527426161,2.742616033755274,0.4219409282700422,1.0548523206751055,12.658227848101266,15.189873417721518,25.949367088607595,8.860759493670885,0.0,0.0,0.2109704641350211,0.6329113924050633,0.6329113924050633,0.0,0.2109704641350211,0.0,78.05907172995781,2.109704641350211,3.1645569620253164,0.0,1.0548523206751055,19.75,4.1455696202531644,Dificil
ExpedienteINEMH,1.4492753623188406,0.7246376811594203,0.7246376811594203,11.594202898550725,3.6231884057971016,0.0,2.898550724637681,7.971014492753623,19.565217391304348,34.78260869565217,1.4492753623188406,0.0,0.0,0.0,0.7246376811594203,0.7246376811594203,0.0,0.0,0.0,86.95652173913044,0.7246376811594203,0.0,0.0,5.797101449275362,23.0,4.72463768115942,Dificil
ExportarParoH,3.8639876352395675,2.009273570324575,1.3910355486862442,12.210200927357032,2.6275115919629055,0.9273570324574961,1.8547140649149922,11.901081916537867,18.39258114374034,27.51159196290572,1.7001545595054095,1.3910355486862442,0.0,0.3091190108191654,1.2364760432766615,0.7727975270479135,0.0,0.1545595054095827,0.0,89.02627511591963,0.1545595054095827,0.0,0.0,2.6275115919629055,40.4375,4.715610510046368,Dificil
InformeeVidaLaboralCertificadoDigitalH,3.597122302158273,0.7194244604316546,0.7194244604316546,15.827338129496402,3.9568345323741005,0.7194244604316546,2.8776978417266186,13.66906474820144,18.345323741007196,26.97841726618705,3.237410071942446,0.0,0.0,0.0,0.0,1.079136690647482,0.0,0.3597122302158273,0.0,88.84892086330935,1.079136690647482,0.0,0.0,1.7985611510791366,23.166666666666668,4.640287769784172,Dificil
InscribirseGarantiaJuvenilH,3.953488372093023,2.558139534883721,0.46511627906976744,15.348837209302326,6.046511627906977,0.46511627906976744,2.7906976744186047,13.255813953488373,17.209302325581394,26.511627906976745,3.255813953488372,0.0,0.0,0.0,0.0,1.3953488372093024,0.0,0.46511627906976744,0.0,89.06976744186046,0.46511627906976744,0.46511627906976744,0.0,3.255813953488372,28.666666666666668,4.751162790697674,Dificil
InstalarActivarDNIElectronicoH,2.1208907741251326,2.1208907741251326,5.302226935312832,11.240721102863203,3.605514316012725,0.21208907741251326,1.5906680805938493,11.134676564156946,12.089077412513255,27.889713679745494,10.604453870625663,1.1664899257688228,0.0,0.7423117709437964,3.0752916224814424,1.5906680805938493,0.0,1.9088016967126193,0.0,72.8525980911983,1.8027571580063626,2.863202545068929,0.0,1.2725344644750796,30.419354838709676,4.658536585365853,Dificil
IPREM2019H,2.0491803278688523,0.819672131147541,4.918032786885246,8.19672131147541,2.0491803278688523,0.819672131147541,2.0491803278688523,15.573770491803279,19.262295081967213,29.098360655737704,8.60655737704918,1.2295081967213115,0.0,0.0,0.819672131147541,1.2295081967213115,0.0,0.819672131147541,0.0,84.01639344262296,0.0,0.4098360655737705,0.0,1.639344262295082,30.5,4.639344262295082,Dificil
NuevaAyudaDesempleadosH,6.636155606407323,1.0678871090770403,1.2967200610221206,13.119755911517926,3.1273836765827614,0.15255530129672007,5.339435545385202,11.517925247902365,20.28985507246377,25.70556826849733,3.8138825324180017,1.4492753623188406,0.0,0.6102212051868803,1.9069412662090008,0.6102212051868803,0.0,1.4492753623188406,0.0,86.65141113653699,0.4576659038901602,0.38138825324180015,0.0,3.1273836765827614,28.5,4.810831426392067,Dificil
OficinasSEPEH,0.0,0.0,0.0,1.36986301369863,0.0,0.0,0.0,2.73972602739726,6.8493150684931505,80.82191780821918,0.0,0.0,0.0,0.0,0.0,1.36986301369863,0.0,0.0,0.0,95.89041095890411,0.0,0.0,0.0,0.0,36.5,6.082191780821918,Dificil
OficinaVirtualEmpleoH,3.1746031746031744,0.0,3.1746031746031744,1.5873015873015872,1.5873015873015872,0.0,0.0,4.761904761904762,12.698412698412698,55.55555555555556,3.1746031746031744,6.349206349206349,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,95.23809523809524,0.0,0.0,0.0,1.5873015873015872,31.5,7.222222222222222,Dificil
OlvidoSellarParoH,0.6134969325153374,0.0,3.067484662576687,14.110429447852761,3.067484662576687,0.6134969325153374,0.6134969325153374,11.042944785276074,11.042944785276074,28.834355828220858,1.2269938650306749,0.6134969325153374,0.0,0.0,1.2269938650306749,7.975460122699387,0.0,0.6134969325153374,0.0,86.50306748466258,1.2269938650306749,0.0,0.0,3.067484662576687,23.285714285714285,4.607361963190184,Dificil
PagarMultasTraficoH,6.199770378874857,1.9517795637198623,0.574052812858783,12.629161882893227,3.214695752009185,0.4592422502870264,0.9184845005740528,12.629161882893227,18.369690011481055,24.225028702640643,4.592422502870264,1.2629161882893227,0.0,0.574052812858783,1.2629161882893227,0.34443168771526983,0.0,1.722158438576349,0.0,82.548794489093,0.4592422502870264,0.8036739380022963,0.0,3.0998851894374284,19.795454545454547,4.148105625717566,Dificil
PagoUnicoH,5.470459518599562,2.4070021881838075,0.2188183807439825,12.035010940919037,3.50109409190372,1.312910284463895,1.75054704595186,14.00437636761488,18.818380743982495,25.164113785557987,1.0940919037199124,0.87527352297593,0.0,0.437636761487965,0.0,0.6564551422319475,0.0,0.2188183807439825,0.0,92.12253829321664,0.2188183807439825,0.437636761487965,0.0,3.063457330415755,41.54545454545455,4.99781181619256,Dificil
ParoEn2019H,1.3824884792626728,0.9216589861751152,5.0691244239631335,4.608294930875576,0.0,0.0,1.8433179723502304,4.608294930875576,17.05069124423963,22.580645161290324,23.04147465437788,1.3824884792626728,0.0,0.4608294930875576,5.990783410138249,1.3824884792626728,0.0,6.451612903225806,0.0,64.97695852534562,0.0,0.0,0.0,1.8433179723502304,108.5,4.32258064516129,Dificil
ParoPrimeraVezH,8.426073131955485,3.100158982511924,0.9538950715421304,9.936406995230525,0.8744038155802861,0.2384737678855326,3.4976152623211445,10.651828298887123,18.91891891891892,29.093799682034977,4.213036565977743,1.2718600953895072,0.0,0.4769475357710652,0.6359300476947536,0.5564387917329093,0.0,0.1589825119236884,0.0,85.93004769475358,0.4769475357710652,0.2384737678855326,0.0,2.46422893481717,34.0,4.640699523052464,Dificil
ParoSiendoFamiliarEmpresarioH,2.806122448979592,3.061224489795918,2.0408163265306123,12.755102040816327,1.7857142857142858,0.25510204081632654,1.0204081632653061,10.204081632653061,15.816326530612244,26.020408163265305,1.7857142857142858,0.25510204081632654,0.0,0.0,1.0204081632653061,2.295918367346939,0.0,1.0204081632653061,0.0,88.77551020408163,0.7653061224489796,0.25510204081632654,0.0,2.0408163265306123,43.55555555555556,4.622448979591836,Dificil
PedirCitaSEPEH,1.530612244897959,0.5102040816326531,3.061224489795918,5.612244897959184,2.0408163265306123,0.0,0.5102040816326531,5.612244897959184,17.346938775510203,37.244897959183675,2.0408163265306123,3.061224489795918,0.0,0.0,8.16326530612245,3.061224489795918,0.0,0.5102040816326531,0.0,80.10204081632654,0.0,0.5102040816326531,0.0,0.0,28.0,5.214285714285714,Dificil
PedirTarjetaParoH,2.6315789473684212,2.6315789473684212,2.6315789473684212,10.526315789473685,1.9736842105263157,0.0,1.9736842105263157,9.868421052631579,18.42105263157895,30.263157894736842,1.3157894736842106,0.6578947368421053,0.0,0.6578947368421053,3.9473684210526314,3.289473684210526,0.0,0.0,0.0,86.1842105263158,0.0,0.6578947368421053,0.0,0.6578947368421053,38.0,4.651315789473684,Dificil
PlanRetornoDobleNacionalidadH,5.5491329479768785,1.2716763005780347,0.6936416184971098,13.757225433526012,4.161849710982659,0.4624277456647399,3.5838150289017343,11.098265895953757,18.84393063583815,27.86127167630058,0.3468208092485549,0.5780346820809249,0.0,0.23121387283236994,0.5780346820809249,0.4624277456647399,0.0,0.11560693641618497,0.0,88.90173410404624,0.23121387283236994,0.8092485549132948,0.0,2.7745664739884393,39.31818181818182,4.730635838150289,Dificil
PrestacionCeseActividadAutonomoH,5.316973415132924,0.0,1.0224948875255624,6.748466257668712,1.0224948875255624,0.20449897750511248,1.8404907975460123,14.723926380368098,20.245398773006134,29.652351738241308,4.08997955010225,0.40899795501022496,0.0,0.20449897750511248,1.2269938650306749,0.8179959100204499,0.0,2.4539877300613497,0.0,86.50306748466258,0.20449897750511248,0.0,0.0,0.8179959100204499,34.92857142857143,4.869120654396728,Dificil
PrestacionDesempleoEREExtincionH,5.815831987075929,2.10016155088853,1.938610662358643,12.60096930533118,3.5541195476575123,0.32310177705977383,3.392568659127625,12.116316639741518,17.447495961227787,25.363489499192244,0.8077544426494345,1.2924071082390953,0.0,0.32310177705977383,0.8077544426494345,0.6462035541195477,0.0,0.8077544426494345,0.0,87.23747980613894,0.32310177705977383,0.8077544426494345,0.0,3.5541195476575123,34.388888888888886,4.75767366720517,Dificil
PrestacionDesempleoH,4.006968641114983,1.7421602787456445,1.5679442508710801,14.111498257839722,3.484320557491289,0.34843205574912894,3.832752613240418,11.846689895470384,18.29268292682927,27.177700348432055,0.6968641114982579,0.5226480836236934,0.0,0.34843205574912894,0.6968641114982579,0.5226480836236934,0.0,0.6968641114982579,0.0,90.06968641114983,0.17421602787456447,0.5226480836236934,0.0,3.484320557491289,26.09090909090909,4.7926829268292686,Dificil
PrestacionMaternidadH,2.9612756264236904,2.9612756264236904,1.5945330296127562,14.123006833712983,2.733485193621868,1.1389521640091116,1.8223234624145785,14.578587699316628,17.767653758542142,29.38496583143508,0.9111617312072893,0.9111617312072893,0.0,0.0,0.683371298405467,1.366742596810934,0.0,0.22779043280182232,0.0,89.749430523918,0.683371298405467,0.45558086560364464,0.0,2.050113895216401,36.583333333333336,4.865603644646924,Dificil
QuienesObligadosDeclaracionRentaH,3.481894150417827,2.5069637883008355,0.0,9.749303621169917,1.8105849582172702,0.0,3.064066852367688,9.610027855153204,19.498607242339833,25.348189415041784,4.596100278551532,1.8105849582172702,0.0,0.5571030640668524,0.8356545961002786,0.0,0.0,1.9498607242339834,0.0,86.0724233983287,0.9749303621169917,0.1392757660167131,0.0,3.3426183844011144,35.9,5.158774373259053,Dificil
ReferenciaCatastralInmuebleH,5.9371362048894065,2.561117578579744,0.46565774155995343,11.40861466821886,1.979045401629802,0.11641443538998836,3.3760186263096625,13.038416763678697,17.11292200232829,24.330616996507565,3.7252619324796274,2.3282887077997674,0.0,0.5820721769499418,0.46565774155995343,0.0,0.0,0.3492433061699651,0.0,86.72875436554132,0.8149010477299186,0.3492433061699651,0.0,2.7939464493597206,26.84375,5.175785797438882,Dificil
RentaAgrariaH,4.158004158004158,1.4553014553014554,2.079002079002079,12.266112266112266,4.158004158004158,0.2079002079002079,3.1185031185031185,13.097713097713097,18.503118503118504,27.234927234927234,2.9106029106029108,1.0395010395010396,0.0,0.4158004158004158,0.8316008316008316,1.2474012474012475,0.0,2.286902286902287,0.0,87.31808731808732,0.2079002079002079,0.6237006237006237,0.0,2.9106029106029108,21.863636363636363,4.8045738045738045,Dificil
RentaMinimaDeInsercionH,5.460750853242321,1.1945392491467577,0.5119453924914675,12.286689419795222,4.436860068259386,0.3412969283276451,2.04778156996587,10.580204778156997,17.747440273037544,26.450511945392492,4.09556313993174,1.023890784982935,0.0,0.8532423208191127,1.7064846416382253,0.3412969283276451,0.0,1.8771331058020477,0.0,85.83617747440273,0.8532423208191127,0.17064846416382254,0.0,2.3890784982935154,25.47826086956522,4.737201365187714,Dificil
RenunciaPrestacionesDesempleoH,1.951219512195122,2.4390243902439024,3.902439024390244,16.585365853658537,2.926829268292683,1.951219512195122,3.4146341463414633,14.634146341463415,14.146341463414634,26.829268292682926,0.975609756097561,0.975609756097561,0.0,0.975609756097561,0.975609756097561,3.902439024390244,0.0,0.0,0.0,86.82926829268293,0.975609756097561,1.951219512195122,0.0,2.4390243902439024,25.625,4.746341463414634,Dificil
RetornoVoluntarioH,6.0844667143879745,2.290622763063708,0.4294917680744452,8.876163206871869,2.3622047244094486,0.2147458840372226,2.290622763063708,10.307802433786685,19.613457408732998,27.415891195418755,4.294917680744453,2.5053686471009304,0.0,0.35790980672870437,1.0737294201861132,1.0021474588403723,0.0,1.8611309949892627,0.0,85.89835361488905,0.4294917680744452,0.35790980672870437,0.0,1.8611309949892627,36.76315789473684,5.171080887616321,Dificil
SalariosSocialesH,3.8229376257545273,2.6156941649899395,3.2193158953722336,9.054325955734406,2.6156941649899395,0.0,2.2132796780684103,10.865191146881287,19.3158953722334,29.175050301810867,1.2072434607645874,0.8048289738430584,0.0,0.4024144869215292,3.2193158953722336,0.4024144869215292,0.0,1.0060362173038229,0.0,86.11670020120724,1.2072434607645874,1.0060362173038229,0.0,2.414486921529175,27.61111111111111,4.780684104627767,Dificil
SeguridadSocialH,2.4691358024691357,0.0,1.728395061728395,5.925925925925926,0.0,0.49382716049382713,0.9876543209876543,16.54320987654321,20.493827160493826,36.2962962962963,1.728395061728395,0.7407407407407407,0.0,0.24691358024691357,2.962962962962963,0.24691358024691357,0.0,0.24691358024691357,0.0,88.64197530864197,0.0,0.49382716049382713,0.0,1.4814814814814814,45.0,4.723456790123457,Dificil
SellarParoPorInternetH,2.4691358024691357,1.2345679012345678,0.9259259259259259,9.25925925925926,2.1604938271604937,0.30864197530864196,3.0864197530864197,8.024691358024691,19.135802469135804,32.71604938271605,4.62962962962963,1.5432098765432098,0.0,0.6172839506172839,1.5432098765432098,1.5432098765432098,0.0,2.4691358024691357,0.0,81.48148148148148,0.30864197530864196,0.6172839506172839,0.0,0.9259259259259259,17.05263157894737,4.941358024691358,Dificil
SistemaCl@vePinH,0.0,0.5780346820809249,7.514450867052023,21.965317919075144,6.936416184971098,0.0,3.468208092485549,10.404624277456648,10.404624277456648,26.01156069364162,7.514450867052023,0.5780346820809249,0.0,0.0,5.780346820809249,0.0,0.0,0.5780346820809249,0.0,78.03468208092485,0.0,1.1560693641618498,0.0,7.514450867052023,21.625,4.005780346820809,Dificil
SistemaNacionalGarantiaJuvenilH,3.6175710594315245,2.842377260981912,0.5167958656330749,15.24547803617571,6.459948320413437,0.5167958656330749,2.842377260981912,13.695090439276486,17.829457364341085,28.42377260981912,1.0335917312661498,0.0,0.0,0.0,0.0,1.2919896640826873,0.0,0.5167958656330749,0.0,91.47286821705427,0.5167958656330749,0.0,0.0,2.842377260981912,27.642857142857142,4.857881136950905,Dificil
SolicitarBorradorDeclaracionRentaH,2.720348204570185,1.9586507072905333,3.9173014145810665,13.81936887921654,4.461371055495103,0.3264417845484222,1.632208922742111,12.078346028291621,15.12513601741023,26.115342763873777,5.8759521218716,1.088139281828074,0.0,0.544069640914037,1.9586507072905333,0.6528835690968444,0.0,1.088139281828074,0.0,82.3721436343852,0.9793253536452666,0.4352557127312296,0.0,1.632208922742111,27.848484848484848,4.704026115342764,Dificil
SolicitarCertificadoIRPFH,2.277904328018223,0.9111617312072893,3.416856492027335,14.806378132118452,4.555808656036446,0.11389521640091116,1.5945330296127562,14.236902050113896,15.831435079726651,23.234624145785876,5.580865603644647,1.1389521640091116,0.0,0.683371298405467,0.683371298405467,0.3416856492027335,0.0,0.7972665148063781,0.0,86.33257403189066,0.22779043280182232,0.22779043280182232,0.0,2.164009111617312,26.606060606060606,4.638952164009112,Dificil
SolicitarInformeVidaLaboralGeneralH,3.597122302158273,0.7194244604316546,0.7194244604316546,15.827338129496402,3.9568345323741005,0.7194244604316546,2.8776978417266186,13.66906474820144,18.345323741007196,26.97841726618705,3.237410071942446,0.0,0.0,0.0,0.0,1.079136690647482,0.0,0.3597122302158273,0.0,88.84892086330935,1.079136690647482,0.0,0.0,1.7985611510791366,23.166666666666668,4.640287769784172,Dificil
SubsidioMayores45H,2.7027027027027026,1.2612612612612613,1.6216216216216217,11.531531531531531,2.8828828828828827,0.0,3.063063063063063,12.972972972972974,19.81981981981982,27.027027027027028,1.0810810810810811,0.7207207207207207,0.0,0.18018018018018017,1.0810810810810811,0.7207207207207207,0.0,1.0810810810810811,0.0,87.02702702702703,1.0810810810810811,0.5405405405405406,0.0,2.5225225225225225,23.125,4.758558558558558,Dificil
TarjetaSanitariaEuropeaH,4.093567251461988,1.1695906432748537,3.3625730994152048,10.818713450292398,2.4853801169590644,0.5847953216374269,1.9005847953216375,12.280701754385966,13.157894736842104,31.140350877192983,2.6315789473684212,1.3157894736842106,0.0,0.14619883040935672,4.5321637426900585,0.14619883040935672,0.0,0.7309941520467836,0.0,80.70175438596492,0.5847953216374269,0.5847953216374269,0.0,1.4619883040935673,42.75,4.6608187134502925,Dificil
TelefonoInformacionSEPEH,0.8333333333333334,1.1111111111111112,0.5555555555555556,2.7777777777777777,1.3888888888888888,0.0,0.2777777777777778,4.722222222222222,24.166666666666668,24.444444444444443,19.72222222222222,0.5555555555555556,0.0,0.0,0.8333333333333334,1.3888888888888888,0.0,6.944444444444445,0.0,70.27777777777777,0.5555555555555556,0.2777777777777778,0.0,7.222222222222222,21.176470588235293,4.277777777777778,Dificil
TelefonosHaciendaAgenciaTributariaH,0.2808988764044944,1.1235955056179776,0.5617977528089888,3.932584269662921,0.0,0.0,0.8426966292134831,6.46067415730337,18.258426966292134,21.629213483146067,19.382022471910112,0.0,0.0,0.0,4.49438202247191,0.2808988764044944,0.0,16.573033707865168,0.0,65.4494382022472,0.0,0.0,0.0,6.46067415730337,19.77777777777778,3.9887640449438204,Dificil
TrabajadoresParoDerechoVacacionesH,0.0,0.0,0.8771929824561403,15.789473684210526,6.140350877192983,0.8771929824561403,0.8771929824561403,8.771929824561404,17.54385964912281,25.43859649122807,0.8771929824561403,0.8771929824561403,0.0,0.8771929824561403,0.0,7.894736842105263,0.0,0.0,0.0,90.35087719298245,0.0,0.0,0.0,3.508771929824561,28.5,5.043859649122807,Dificil
TramitesDGTH,0.7936507936507936,0.0,9.523809523809524,14.285714285714286,7.142857142857143,0.0,1.5873015873015872,9.523809523809524,11.904761904761905,28.571428571428573,12.698412698412698,0.0,0.0,0.0,0.0,3.1746031746031744,0.0,10.317460317460318,0.0,76.98412698412699,0.7936507936507936,0.0,0.0,3.1746031746031744,31.5,4.428571428571429,Dificil
TramitesExtranjeriaEnEspañaH,2.3728813559322033,1.0169491525423728,1.0169491525423728,6.101694915254237,1.0169491525423728,0.0,2.3728813559322033,11.186440677966102,17.28813559322034,34.23728813559322,3.389830508474576,2.3728813559322033,0.0,0.3389830508474576,1.694915254237288,0.0,0.0,0.3389830508474576,0.0,85.76271186440678,0.0,0.0,0.0,0.6779661016949152,59.0,5.277966101694915,Dificil
TramitesHaciendaH,0.0,4.3478260869565215,3.4782608695652173,14.782608695652174,6.086956521739131,0.0,4.3478260869565215,8.695652173913043,12.173913043478262,27.82608695652174,10.434782608695652,3.4782608695652173,0.0,0.0,1.7391304347826086,0.0,0.0,0.0,0.0,84.34782608695652,0.0,0.0,0.0,2.608695652173913,38.333333333333336,5.539130434782609,Dificil
TramitesINEMH,4.918032786885246,1.639344262295082,1.639344262295082,9.836065573770492,2.459016393442623,0.0,2.459016393442623,3.278688524590164,21.311475409836067,40.98360655737705,0.819672131147541,0.819672131147541,0.0,0.0,1.639344262295082,0.0,0.0,0.0,0.0,95.08196721311475,0.0,0.0,0.0,0.0,61.0,5.860655737704918,Dificil
VacacionesNoDisfrutadasParoH,2.6143790849673203,2.6143790849673203,4.901960784313726,12.418300653594772,1.9607843137254901,0.6535947712418301,3.2679738562091503,11.11111111111111,15.359477124183007,33.333333333333336,0.32679738562091504,0.0,0.0,0.0,0.0,7.189542483660131,0.0,0.0,0.0,90.52287581699346,1.3071895424836601,0.0,0.0,2.6143790849673203,38.25,4.666666666666667,Dificil
VerDatosEnLaSeguridadSocialH,0.7518796992481203,0.0,1.5037593984962405,15.037593984962406,6.015037593984962,0.0,2.255639097744361,9.022556390977444,15.789473684210526,30.827067669172934,4.511278195488722,1.5037593984962405,0.0,0.0,3.007518796992481,3.7593984962406015,0.0,0.0,0.0,79.69924812030075,3.007518796992481,0.7518796992481203,0.0,1.5037593984962405,19.0,4.62406015037594,Dificil
VidaLaboralH,3.508771929824561,0.7017543859649122,0.7017543859649122,16.140350877192983,4.2105263157894735,0.7017543859649122,2.807017543859649,13.68421052631579,18.94736842105263,27.36842105263158,1.0526315789473684,0.0,0.0,0.0,0.0,1.0526315789473684,0.0,0.3508771929824561,0.0,90.52631578947368,1.0526315789473684,0.0,0.0,2.1052631578947367,21.923076923076923,4.757894736842105,Dificil
AbogadosLaboristasAsesoramiento,4.679802955665025,1.2315270935960592,0.7389162561576355,15.270935960591133,2.832512315270936,0.3694581280788177,2.4630541871921183,14.532019704433498,15.270935960591133,24.753694581280786,0.6157635467980296,1.1083743842364533,0.0,0.49261083743842365,1.1083743842364533,0.0,0.0,0.24630541871921183,0.0,90.27093596059113,0.49261083743842365,0.12315270935960591,0.0,1.8472906403940887,35.30434782608695,4.83743842364532,Facil
AdministraciónPúblicaElectrónica,1.9693654266958425,0.87527352297593,0.87527352297593,8.752735229759299,2.1881838074398248,0.2188183807439825,1.0940919037199124,12.472647702407002,14.660831509846828,27.571115973741794,2.4070021881838075,2.8446389496717726,0.0,0.0,0.6564551422319475,0.2188183807439825,0.0,0.2188183807439825,0.0,84.46389496717724,0.2188183807439825,0.437636761487965,0.0,2.8446389496717726,45.7,5.019693654266958,Facil
AltaAutonomosDiseñadoresProgramadores,3.492433061699651,2.7939464493597206,2.0954598370197903,12.223515715948778,4.074505238649593,0.11641443538998836,1.0477299185098952,10.593713620488941,15.59953434225844,26.30966239813737,4.190919674039581,0.23282887077997672,0.0,0.3492433061699651,1.979045401629802,0.23282887077997672,0.0,1.5133876600698486,0.0,84.63329452852153,0.6984866123399301,1.280558789289872,0.0,2.0954598370197903,26.84375,4.675203725261932,Facil
AnularCitaPreviaINEM,4.9414824447334205,0.6501950585175552,2.340702210663199,16.124837451235372,4.291287386215865,0.26007802340702213,1.8205461638491547,12.223667100130038,12.223667100130038,22.106631989596877,3.5110533159947983,0.7802340702210663,0.0,0.6501950585175552,2.600780234070221,0.39011703511053314,0.0,1.5604681404421326,0.0,83.6150845253576,0.7802340702210663,0.39011703511053314,0.0,3.6410923276983094,26.517241379310345,3.890767230169051,Facil
APPAgenciaTributariaRenta2019,1.5604681404421326,1.5604681404421326,1.6905071521456436,10.793237971391417,3.7711313394018204,0.0,1.6905071521456436,13.263979193758127,16.124837451235372,27.828348504551364,8.192457737321197,1.9505851755526658,0.0,0.0,1.3003901170351104,0.26007802340702213,0.0,4.9414824447334205,0.0,80.62418725617685,1.4304291287386215,0.6501950585175552,0.0,2.340702210663199,27.464285714285715,4.665799739921977,Facil
APRE,5.44,0.64,1.6,13.28,4.8,0.16,2.24,11.52,14.08,27.2,3.2,0.0,0.0,0.16,1.92,0.0,0.0,2.08,0.0,81.92,0.32,1.44,0.0,2.24,27.17391304347826,4.3712,Facil
AutocalculoPrestacionesParo,3.104575163398693,1.4705882352941178,1.4705882352941178,15.522875816993464,4.248366013071895,0.49019607843137253,1.7973856209150327,13.88888888888889,14.869281045751634,23.366013071895424,3.104575163398693,0.49019607843137253,0.0,0.32679738562091504,1.7973856209150327,0.0,0.0,0.8169934640522876,0.0,85.29411764705883,0.16339869281045752,0.9803921568627451,0.0,3.104575163398693,34.0,4.4869281045751634,Facil
AutónomosAcreditarCeseFacil,5.68436798803291,1.8698578908002992,1.1219147344801794,14.734480179506358,4.18848167539267,0.07479431563201197,1.944652206432311,13.31338818249813,15.482423335826477,24.83171278982797,1.7950635751682873,1.1219147344801794,0.0,0.5983545250560958,2.019446522064323,0.5235602094240838,0.0,0.8227374719521316,0.0,87.95811518324608,0.07479431563201197,0.0,0.0,1.0471204188481675,26.74,4.68586387434555,Facil
AyudaFamiliarDesempleados,7.24200362100181,0.7845503922751962,0.8449004224502112,13.75980687990344,3.017501508750754,0.30175015087507545,1.991550995775498,9.474954737477368,13.63910681955341,22.088111044055523,6.87990343995172,1.0863005431502715,0.0,0.3621001810500905,3.017501508750754,0.12070006035003017,0.0,3.7417018708509353,0.0,80.74834037417018,0.30175015087507545,0.18105009052504525,0.0,2.2933011466505735,30.685185185185187,4.27881713940857,Facil
AyudaLiberadosPrision,7.153614457831325,1.1295180722891567,0.7530120481927711,15.210843373493976,4.216867469879518,0.30120481927710846,4.668674698795181,11.671686746987952,17.16867469879518,25.150602409638555,3.6144578313253013,0.9789156626506024,0.0,0.15060240963855423,2.4849397590361444,0.0,0.0,1.6566265060240963,0.0,85.31626506024097,0.5271084337349398,0.22590361445783133,0.0,2.5602409638554215,32.390243902439025,4.624246987951807,Facil
AyudasAlquilerViviendaFacil,4.626951995373048,2.0821283979178715,1.214574898785425,8.328513591671486,1.6194331983805668,0.1156737998843262,0.9832272990167727,12.434933487565067,19.60670908039329,31.231925968768074,3.1231925968768075,0.578368999421631,0.0,0.0578368999421631,2.5448235974551765,1.214574898785425,0.0,1.214574898785425,0.0,87.27588201272413,0.4048582995951417,0.4048582995951417,0.0,1.6194331983805668,37.58695652173913,4.663967611336032,Facil
AyudasAutonomosParoFacil,9.090909090909092,0.44130626654898497,0.794351279788173,14.210061782877316,3.442188879082083,0.264783759929391,1.676963812886143,12.444836716681376,16.063548102383052,23.300970873786408,3.883495145631068,0.794351279788173,0.0,0.44130626654898497,1.853486319505737,0.176522506619594,0.0,0.794351279788173,0.0,84.99558693733451,0.176522506619594,0.44130626654898497,0.0,2.824360105913504,26.348837209302324,4.510150044130627,Facil
AyudasDesempleadosMayores45,1.6774193548387097,0.3870967741935484,1.1612903225806452,10.064516129032258,1.935483870967742,0.0,1.5483870967741935,11.096774193548388,17.29032258064516,26.70967741935484,5.032258064516129,0.9032258064516129,0.0,0.25806451612903225,2.5806451612903225,0.0,0.0,3.7419354838709675,0.0,84.64516129032258,0.12903225806451613,0.12903225806451613,0.0,2.5806451612903225,35.22727272727273,4.512258064516129,Facil
AyudasDespuesParo,3.75,1.875,1.7708333333333333,11.354166666666666,0.8333333333333334,0.20833333333333334,2.7083333333333335,9.375,14.895833333333334,26.354166666666668,3.75,1.3541666666666667,0.0,0.3125,2.2916666666666665,1.875,0.0,2.3958333333333335,0.0,84.0625,0.20833333333333334,0.0,0.0,2.0833333333333335,22.325581395348838,4.821875,Facil
AyudasEmigrantesRetornados,3.9295392953929538,0.5420054200542005,1.7615176151761518,12.940379403794038,3.861788617886179,0.2032520325203252,2.7777777777777777,10.975609756097562,16.124661246612465,28.252032520325205,3.997289972899729,0.27100271002710025,0.0,0.06775067750677506,1.9647696476964769,1.2195121951219512,0.0,2.845528455284553,0.0,84.14634146341463,0.13550135501355012,0.2032520325203252,0.0,2.6422764227642275,26.836363636363636,4.631436314363143,Facil
AyudasParadosLargaDuracionFacil,3.2450896669513236,1.0247651579846284,3.5012809564474807,10.589239965841161,2.220324508966695,0.08539709649871904,2.134927412467976,11.272416737830914,16.310845431255338,27.327070879590092,2.9035012809564473,1.1101622544833476,0.0,0.3415883859948762,3.842869342442357,0.6831767719897524,0.0,2.049530315969257,0.0,86.16567036720751,0.4269854824935952,0.2561912894961571,0.0,2.391118701964133,39.03333333333333,4.549957301451751,Facil
AyudasRetornoHumanitario,4.748201438848921,1.2949640287769784,0.4316546762589928,13.093525179856115,3.884892086330935,0.14388489208633093,2.7338129496402876,12.086330935251798,17.841726618705035,27.913669064748202,2.5899280575539567,2.014388489208633,0.0,0.28776978417266186,0.28776978417266186,0.0,0.0,1.0071942446043165,0.0,88.63309352517986,0.0,0.14388489208633093,0.0,3.1654676258992804,21.71875,4.8877697841726615,Facil
